canonical_id,runtime_id,source,kind,name,category,subcategory,from,to,status,search_visible,duplicate_of,added_in,added_at,updated_at,is_new,featured,featured_order,route,legacy_route,legacy_ids,aliases,keywords,exact_tokens
accept-patch-header-json,accept-patch-header-json,platform,text,Accept-Patch → JSON,developer,accept-patch-header-json,ACCEPT-PATCH,JSON,published,true,,3.54.0,2026-07-23,2026-07-23,true,false,0,?tool=accept-patch-header-json,?category=developer&convert=accept-patch-header-json,accept-patch-header-json,ACCEPT-PATCH를 JSON로 | ACCEPT-PATCH JSON 변환 | ACCEPT-PATCH에서 JSON | HTTP | Accept-Patch | 미디어 타입,텍스트 변환 | 개발자 도구 | 코드 변환 | 개발자·텍스트 | accept-patch-header-json | ACCEPT-PATCH | JSON | 제이슨 | 데이터,
json-accept-patch-header,json-accept-patch-header,platform,text,JSON → Accept-Patch,developer,json-accept-patch-header,JSON,ACCEPT-PATCH,published,true,,3.54.0,2026-07-23,2026-07-23,true,false,0,?tool=json-accept-patch-header,?category=developer&convert=json-accept-patch-header,json-accept-patch-header,JSON를 ACCEPT-PATCH로 | JSON ACCEPT-PATCH 변환 | JSON에서 ACCEPT-PATCH | HTTP | Accept-Patch | 미디어 타입,텍스트 변환 | 개발자 도구 | 코드 변환 | 개발자·텍스트 | json-accept-patch-header | JSON | 제이슨 | 데이터 | ACCEPT-PATCH,
accept-post-header-json,accept-post-header-json,platform,text,Accept-Post → JSON,developer,accept-post-header-json,ACCEPT-POST,JSON,published,true,,3.54.0,2026-07-23,2026-07-23,true,false,0,?tool=accept-post-header-json,?category=developer&convert=accept-post-header-json,accept-post-header-json,ACCEPT-POST를 JSON로 | ACCEPT-POST JSON 변환 | ACCEPT-POST에서 JSON | HTTP | Accept-Post | 미디어 타입,텍스트 변환 | 개발자 도구 | 코드 변환 | 개발자·텍스트 | accept-post-header-json | ACCEPT-POST | JSON | 제이슨 | 데이터,
json-accept-post-header,json-accept-post-header,platform,text,JSON → Accept-Post,developer,json-accept-post-header,JSON,ACCEPT-POST,published,true,,3.54.0,2026-07-23,2026-07-23,true,false,0,?tool=json-accept-post-header,?category=developer&convert=json-accept-post-header,json-accept-post-header,JSON를 ACCEPT-POST로 | JSON ACCEPT-POST 변환 | JSON에서 ACCEPT-POST | HTTP | Accept-Post | 미디어 타입,텍스트 변환 | 개발자 도구 | 코드 변환 | 개발자·텍스트 | json-accept-post-header | JSON | 제이슨 | 데이터 | ACCEPT-POST,
want-digest-header-json,want-digest-header-json,platform,text,Want-Digest → JSON,developer,want-digest-header-json,WANT-DIGEST,JSON,published,true,,3.54.0,2026-07-23,2026-07-23,true,false,0,?tool=want-digest-header-json,?category=developer&convert=want-digest-header-json,want-digest-header-json,WANT-DIGEST를 JSON로 | WANT-DIGEST JSON 변환 | WANT-DIGEST에서 JSON | HTTP | Want-Digest | 무결성,텍스트 변환 | 개발자 도구 | 코드 변환 | 개발자·텍스트 | want-digest-header-json | WANT-DIGEST | JSON | 제이슨 | 데이터,
json-want-digest-header,json-want-digest-header,platform,text,JSON → Want-Digest,developer,json-want-digest-header,JSON,WANT-DIGEST,published,true,,3.54.0,2026-07-23,2026-07-23,true,false,0,?tool=json-want-digest-header,?category=developer&convert=json-want-digest-header,json-want-digest-header,JSON를 WANT-DIGEST로 | JSON WANT-DIGEST 변환 | JSON에서 WANT-DIGEST | HTTP | Want-Digest | 무결성,텍스트 변환 | 개발자 도구 | 코드 변환 | 개발자·텍스트 | json-want-digest-header | JSON | 제이슨 | 데이터 | WANT-DIGEST,
unit-length-converter,length-converter,unit,unit,길이·거리 통합 변환기,unit,length,mm,m,published,true,,,,,false,true,13,?tool=unit-length-converter&from=mm&to=m,?category=unit&convert=length-converter,length-converter | unit-length-converter,밀리미터를 미터로 | 미터를 밀리미터로 | mm m 변환 | 길이·거리 통합,단위 변환 | 길이·거리 | 길이 | mm | 밀리미터 | m | 미터,mm | m
unit-cm-inch,cm-inch,unit,unit,cm ↔ inch 변환기,unit,length,cm,in,published,true,,,,,false,false,0,?tool=unit-cm-inch&from=cm&to=in,?category=unit&convert=cm-inch,cm-inch | unit-cm-inch,센티미터를 인치로 | 인치를 센티미터로 | cm in 변환 | cm ↔ inch,단위 변환 | 길이·거리 | 길이 | cm | 센티미터 | in | 인치 | inch,cm | in
unit-ft-cm,ft-cm,unit,unit,ft ↔ cm 변환기,unit,length,ft,cm,published,true,,,,,false,false,0,?tool=unit-ft-cm&from=ft&to=cm,?category=unit&convert=ft-cm,ft-cm | unit-ft-cm,피트를 센티미터로 | 센티미터를 피트로 | ft cm 변환 | ft ↔ cm,단위 변환 | 길이·거리 | 길이 | ft | 피트 | feet | foot | cm | 센티미터,ft | cm
unit-inch-mm,inch-mm,unit,unit,inch ↔ mm 변환기,unit,length,in,mm,published,true,,,,,false,false,0,?tool=unit-inch-mm&from=in&to=mm,?category=unit&convert=inch-mm,inch-mm | unit-inch-mm,인치를 밀리미터로 | 밀리미터를 인치로 | in mm 변환 | inch ↔ mm,단위 변환 | 길이·거리 | 길이 | in | 인치 | inch | mm | 밀리미터,in | mm
unit-km-mile,km-mile,unit,unit,km ↔ mile 변환기,unit,length,km,mi,published,true,,,,,false,false,0,?tool=unit-km-mile&from=km&to=mi,?category=unit&convert=km-mile,km-mile | unit-km-mile,킬로미터를 마일로 | 마일를 킬로미터로 | km mi 변환 | km ↔ mile,단위 변환 | 길이·거리 | 길이 | km | 킬로미터 | mi | 마일 | mile,km | mi
unit-km-nmi,km-nmi,unit,unit,km ↔ 해리 변환기,unit,length,km,nmi,published,true,,,,,false,false,0,?tool=unit-km-nmi&from=km&to=nmi,?category=unit&convert=km-nmi,km-nmi | unit-km-nmi,킬로미터를 해리로 | 해리를 킬로미터로 | km nmi 변환 | km ↔ 해리,단위 변환 | 길이·거리 | 길이 | km | 킬로미터 | nmi | 해리,km | nmi
unit-m-ft,m-ft,unit,unit,m ↔ ft 변환기,unit,length,m,ft,published,true,,,,,false,false,0,?tool=unit-m-ft&from=m&to=ft,?category=unit&convert=m-ft,m-ft | unit-m-ft,미터를 피트로 | 피트를 미터로 | m ft 변환 | m ↔ ft,단위 변환 | 길이·거리 | 길이 | m | 미터 | ft | 피트 | feet | foot,m | ft
unit-m-yard,m-yard,unit,unit,m ↔ yard 변환기,unit,length,m,yd,published,true,,,,,false,false,0,?tool=unit-m-yard&from=m&to=yd,?category=unit&convert=m-yard,m-yard | unit-m-yard,미터를 야드로 | 야드를 미터로 | m yd 변환 | m ↔ yard,단위 변환 | 길이·거리 | 길이 | m | 미터 | yd | 야드,m | yd
unit-mile-km,mile-km,unit,unit,mile ↔ km 변환기,unit,length,mi,km,published,true,,,,,false,false,0,?tool=unit-mile-km&from=mi&to=km,?category=unit&convert=mile-km,mile-km | unit-mile-km,마일를 킬로미터로 | 킬로미터를 마일로 | mi km 변환 | mile ↔ km,단위 변환 | 길이·거리 | 길이 | mi | 마일 | mile | km | 킬로미터,mi | km
unit-mm-inch,mm-inch,unit,unit,mm ↔ inch 변환기,unit,length,mm,in,published,true,,,,,false,false,0,?tool=unit-mm-inch&from=mm&to=in,?category=unit&convert=mm-inch,mm-inch | unit-mm-inch,밀리미터를 인치로 | 인치를 밀리미터로 | mm in 변환 | mm ↔ inch,단위 변환 | 길이·거리 | 길이 | mm | 밀리미터 | in | 인치 | inch,mm | in
unit-nm-um,nm-um,unit,unit,nm ↔ μm 변환기,unit,length,nm,um,published,true,,,,,false,false,0,?tool=unit-nm-um&from=nm&to=um,?category=unit&convert=nm-um,nm-um | unit-nm-um,나노미터를 마이크로미터로 | 마이크로미터를 나노미터로 | nm μm 변환 | nm ↔ μm,단위 변환 | 길이·거리 | 길이 | nm | 나노미터 | um | 마이크로미터 | μm,nm | um | μm
unit-um-mm,um-mm,unit,unit,μm ↔ mm 변환기,unit,length,um,mm,published,true,,,,,false,false,0,?tool=unit-um-mm&from=um&to=mm,?category=unit&convert=um-mm,um-mm | unit-um-mm,마이크로미터를 밀리미터로 | 밀리미터를 마이크로미터로 | μm mm 변환 | μm ↔ mm,단위 변환 | 길이·거리 | 길이 | um | 마이크로미터 | μm | mm | 밀리미터,um | mm | μm
unit-area-converter,area-converter,unit,unit,넓이·면적 통합 변환기,unit,area,mm2,m2,published,true,,,,,false,true,14,?tool=unit-area-converter&from=mm2&to=m2,?category=unit&convert=area-converter,area-converter | unit-area-converter,제곱밀리미터를 제곱미터로 | 제곱미터를 제곱밀리미터로 | mm² m² 변환 | 넓이·면적 통합,단위 변환 | 넓이·면적 | 면적 | 평은 1평 = 400/121㎡ 기준으로 계산합니다. | mm2 | 제곱밀리미터 | mm² | ㎟ | m2 | 제곱미터 | m² | ㎡ | 평방미터,mm2 | m2
unit-acre-m2,acre-m2,unit,unit,acre ↔ ㎡ 변환기,unit,area,acre,m2,published,true,,,,,false,false,0,?tool=unit-acre-m2&from=acre&to=m2,?category=unit&convert=acre-m2,acre-m2 | unit-acre-m2,에이커를 제곱미터로 | 제곱미터를 에이커로 | acre m² 변환 | acre ↔ ㎡,단위 변환 | 넓이·면적 | 면적 | 평은 1평 = 400/121㎡ 기준으로 계산합니다. | acre | 에이커 | m2 | 제곱미터 | m² | ㎡ | 평방미터,acre | m2
unit-cm2-in2,cm2-in2,unit,unit,cm² ↔ in² 변환기,unit,area,cm2,in2,published,true,,,,,false,false,0,?tool=unit-cm2-in2&from=cm2&to=in2,?category=unit&convert=cm2-in2,cm2-in2 | unit-cm2-in2,제곱센티미터를 제곱인치로 | 제곱인치를 제곱센티미터로 | cm² in² 변환 | cm² ↔ in²,단위 변환 | 넓이·면적 | 면적 | 평은 1평 = 400/121㎡ 기준으로 계산합니다. | cm2 | 제곱센티미터 | cm² | ㎠ | in2 | 제곱인치 | in²,cm2 | in2
unit-ha-acre,ha-acre,unit,unit,ha ↔ acre 변환기,unit,area,ha,acre,published,true,,,,,false,false,0,?tool=unit-ha-acre&from=ha&to=acre,?category=unit&convert=ha-acre,ha-acre | unit-ha-acre,헥타르를 에이커로 | 에이커를 헥타르로 | ha acre 변환 | ha ↔ acre,단위 변환 | 넓이·면적 | 면적 | 평은 1평 = 400/121㎡ 기준으로 계산합니다. | ha | 헥타르 | acre | 에이커,ha | acre
unit-km2-m2,km2-m2,unit,unit,km² ↔ ㎡ 변환기,unit,area,km2,m2,published,true,,,,,false,false,0,?tool=unit-km2-m2&from=km2&to=m2,?category=unit&convert=km2-m2,km2-m2 | unit-km2-m2,제곱킬로미터를 제곱미터로 | 제곱미터를 제곱킬로미터로 | km² m² 변환 | km² ↔ ㎡,단위 변환 | 넓이·면적 | 면적 | 평은 1평 = 400/121㎡ 기준으로 계산합니다. | km2 | 제곱킬로미터 | km² | ㎢ | m2 | 제곱미터 | m² | ㎡ | 평방미터,km2 | m2
unit-yd2-m2,yd2-m2,unit,unit,yd² ↔ ㎡ 변환기,unit,area,yd2,m2,published,true,,,,,false,false,0,?tool=unit-yd2-m2&from=yd2&to=m2,?category=unit&convert=yd2-m2,yd2-m2 | unit-yd2-m2,제곱야드를 제곱미터로 | 제곱미터를 제곱야드로 | yd² m² 변환 | yd² ↔ ㎡,단위 변환 | 넓이·면적 | 면적 | 평은 1평 = 400/121㎡ 기준으로 계산합니다. | yd2 | 제곱야드 | yd² | m2 | 제곱미터 | m² | ㎡ | 평방미터,yd2 | m2
unit-m2-ft2,m2-ft2,unit,unit,㎡ ↔ ft² 변환기,unit,area,m2,ft2,published,true,,,,,false,false,0,?tool=unit-m2-ft2&from=m2&to=ft2,?category=unit&convert=m2-ft2,m2-ft2 | unit-m2-ft2,제곱미터를 제곱피트로 | 제곱피트를 제곱미터로 | m² ft² 변환 | ㎡ ↔ ft²,단위 변환 | 넓이·면적 | 면적 | 평은 1평 = 400/121㎡ 기준으로 계산합니다. | m2 | 제곱미터 | m² | ㎡ | 평방미터 | ft2 | 제곱피트 | ft²,m2 | ft2
unit-m2-pyeong,m2-pyeong,unit,unit,㎡ ↔ 평 변환기,unit,area,m2,pyeong,published,true,,,,,false,false,0,?tool=unit-m2-pyeong&from=m2&to=pyeong,?category=unit&convert=m2-pyeong,m2-pyeong | unit-m2-pyeong,제곱미터를 평로 | 평를 제곱미터로 | m² 평 변환 | ㎡ ↔ 평 | 평방미터 | 제곱미터 | ㎡ | m2 | m² | 평수 계산 | 아파트 면적,단위 변환 | 넓이·면적 | 면적 | 평은 1평 = 400/121㎡ 기준으로 계산합니다. | m2 | 제곱미터 | m² | ㎡ | 평방미터 | pyeong | 평 | 평수 | 아파트 면적 | 부동산 면적,m2 | pyeong | 평
unit-pyeong-m2,pyeong-m2,unit,unit,평 ↔ ㎡ 변환기,unit,area,pyeong,m2,published,true,,,,,false,false,0,?tool=unit-pyeong-m2&from=pyeong&to=m2,?category=unit&convert=pyeong-m2,pyeong-m2 | unit-pyeong-m2,평를 제곱미터로 | 제곱미터를 평로 | 평 m² 변환 | 평 ↔ ㎡,단위 변환 | 넓이·면적 | 면적 | 평은 1평 = 400/121㎡ 기준으로 계산합니다. | pyeong | 평 | 평수 | 아파트 면적 | 부동산 면적 | m2 | 제곱미터 | m² | ㎡ | 평방미터,pyeong | m2 | 평
unit-volume-converter,volume-converter,unit,unit,부피·용량 통합 변환기,unit,volume,ml,dl,published,true,,,,,false,true,15,?tool=unit-volume-converter&from=ml&to=dl,?category=unit&convert=volume-converter,volume-converter | unit-volume-converter,밀리리터를 데시리터로 | 데시리터를 밀리리터로 | mL dL 변환 | 부피·용량 통합,단위 변환 | 부피·용량 | ml | 밀리리터 | dl | 데시리터,ml | dl | mL | dL
unit-l-ukgal,l-ukgal,unit,unit,L ↔ UK gal 변환기,unit,volume,l,ukgal,published,true,,,,,false,false,0,?tool=unit-l-ukgal&from=l&to=ukgal,?category=unit&convert=l-ukgal,l-ukgal | unit-l-ukgal,리터를 영국 갤런로 | 영국 갤런를 리터로 | L UK gal 변환 | L ↔ UK gal,단위 변환 | 부피·용량 | l | 리터 | liter | litre | ukgal | 영국 갤런 | UK gal,l | ukgal | L | UKgal
unit-l-usgal,l-usgal,unit,unit,L ↔ US gal 변환기,unit,volume,l,usgal,published,true,,,,,false,false,0,?tool=unit-l-usgal&from=l&to=usgal,?category=unit&convert=l-usgal,l-usgal | unit-l-usgal,리터를 미국 갤런로 | 미국 갤런를 리터로 | L US gal 변환 | L ↔ US gal,단위 변환 | 부피·용량 | l | 리터 | liter | litre | usgal | 미국 갤런 | US gal,l | usgal | L | USgal
unit-l-m3,l-m3,unit,unit,L ↔ m³ 변환기,unit,volume,l,m3,published,true,,,,,false,false,0,?tool=unit-l-m3&from=l&to=m3,?category=unit&convert=l-m3,l-m3 | unit-l-m3,리터를 세제곱미터로 | 세제곱미터를 리터로 | L m³ 변환 | L ↔ m³,단위 변환 | 부피·용량 | l | 리터 | liter | litre | m3 | 세제곱미터 | m³,l | m3 | L
unit-ukgal-l,ukgal-l,unit,unit,UK gal ↔ L 변환기,unit,volume,ukgal,l,published,true,,,,,false,false,0,?tool=unit-ukgal-l&from=ukgal&to=l,?category=unit&convert=ukgal-l,ukgal-l | unit-ukgal-l,영국 갤런를 리터로 | 리터를 영국 갤런로 | UK gal L 변환 | UK gal ↔ L,단위 변환 | 부피·용량 | ukgal | 영국 갤런 | UK gal | l | 리터 | liter | litre,ukgal | l | UKgal | L
unit-usgal-l,usgal-l,unit,unit,US gal ↔ L 변환기,unit,volume,usgal,l,published,true,,,,,false,false,0,?tool=unit-usgal-l&from=usgal&to=l,?category=unit&convert=usgal-l,usgal-l | unit-usgal-l,미국 갤런를 리터로 | 리터를 미국 갤런로 | US gal L 변환 | US gal ↔ L,단위 변환 | 부피·용량 | usgal | 미국 갤런 | US gal | l | 리터 | liter | litre,usgal | l | USgal | L
unit-cm3-ml,cm3-ml,unit,unit,cm³ ↔ mL 변환기,unit,volume,cm3,ml,published,true,,,,,false,false,0,?tool=unit-cm3-ml&from=cm3&to=ml,?category=unit&convert=cm3-ml,cm3-ml | unit-cm3-ml,세제곱센티미터를 밀리리터로 | 밀리리터를 세제곱센티미터로 | cm³ mL 변환 | cm³ ↔ mL,단위 변환 | 부피·용량 | cm3 | 세제곱센티미터 | cm³ | ml | 밀리리터,cm3 | ml | mL
unit-ft3-m3,ft3-m3,unit,unit,ft³ ↔ m³ 변환기,unit,volume,ft3,m3,published,true,,,,,false,false,0,?tool=unit-ft3-m3&from=ft3&to=m3,?category=unit&convert=ft3-m3,ft3-m3 | unit-ft3-m3,세제곱피트를 세제곱미터로 | 세제곱미터를 세제곱피트로 | ft³ m³ 변환 | ft³ ↔ m³,단위 변환 | 부피·용량 | ft3 | 세제곱피트 | ft³ | m3 | 세제곱미터 | m³,ft3 | m3
unit-in3-cm3,in3-cm3,unit,unit,in³ ↔ cm³ 변환기,unit,volume,in3,cm3,published,true,,,,,false,false,0,?tool=unit-in3-cm3&from=in3&to=cm3,?category=unit&convert=in3-cm3,in3-cm3 | unit-in3-cm3,세제곱인치를 세제곱센티미터로 | 세제곱센티미터를 세제곱인치로 | in³ cm³ 변환 | in³ ↔ cm³,단위 변환 | 부피·용량 | in3 | 세제곱인치 | in³ | cm3 | 세제곱센티미터 | cm³,in3 | cm3
unit-ml-l,ml-l,unit,unit,mL ↔ L 변환기,unit,volume,ml,l,published,true,,,,,false,false,0,?tool=unit-ml-l&from=ml&to=l,?category=unit&convert=ml-l,ml-l | unit-ml-l,밀리리터를 리터로 | 리터를 밀리리터로 | mL L 변환 | mL ↔ L,단위 변환 | 부피·용량 | ml | 밀리리터 | l | 리터 | liter | litre,ml | l | mL | L
unit-ml-uscup,ml-uscup,unit,unit,mL ↔ US cup 변환기,unit,volume,ml,uscup,published,true,,,,,false,false,0,?tool=unit-ml-uscup&from=ml&to=uscup,?category=unit&convert=ml-uscup,ml-uscup | unit-ml-uscup,밀리리터를 미국 컵로 | 미국 컵를 밀리리터로 | mL US cup 변환 | mL ↔ US cup,단위 변환 | 부피·용량 | ml | 밀리리터 | uscup | 미국 컵 | US cup,ml | uscup | mL | UScup
unit-ml-usfloz,ml-usfloz,unit,unit,mL ↔ US fl oz 변환기,unit,volume,ml,usfloz,published,true,,,,,false,false,0,?tool=unit-ml-usfloz&from=ml&to=usfloz,?category=unit&convert=ml-usfloz,ml-usfloz | unit-ml-usfloz,밀리리터를 미국 액량 온스로 | 미국 액량 온스를 밀리리터로 | mL US fl oz 변환 | mL ↔ US fl oz,단위 변환 | 부피·용량 | ml | 밀리리터 | usfloz | 미국 액량 온스 | US fl oz,ml | usfloz | mL | USfloz
unit-mass-converter,mass-converter,unit,unit,무게·질량 통합 변환기,unit,mass,ug,g,published,true,,,,,false,true,16,?tool=unit-mass-converter&from=ug&to=g,?category=unit&convert=mass-converter,mass-converter | unit-mass-converter,마이크로그램를 그램로 | 그램를 마이크로그램로 | μg g 변환 | 무게·질량 통합,단위 변환 | 무게·질량 | ug | 마이크로그램 | μg | g | 그램,ug | g | μg
unit-uk-ton-kg,uk-ton-kg,unit,unit,UK ton ↔ kg 변환기,unit,mass,uk_ton,kg,published,true,,,,,false,false,0,?tool=unit-uk-ton-kg&from=uk_ton&to=kg,?category=unit&convert=uk-ton-kg,uk-ton-kg | unit-uk-ton-kg,영국 롱톤를 킬로그램로 | 킬로그램를 영국 롱톤로 | UK ton kg 변환 | UK ton ↔ kg,단위 변환 | 무게·질량 | uk_ton | 영국 롱톤 | UK ton | kg | 킬로그램 | 키로그램 | 키로그람,uk_ton | kg | UKton
unit-us-ton-kg,us-ton-kg,unit,unit,US ton ↔ kg 변환기,unit,mass,us_ton,kg,published,true,,,,,false,false,0,?tool=unit-us-ton-kg&from=us_ton&to=kg,?category=unit&convert=us-ton-kg,us-ton-kg | unit-us-ton-kg,미국 숏톤를 킬로그램로 | 킬로그램를 미국 숏톤로 | US ton kg 변환 | US ton ↔ kg,단위 변환 | 무게·질량 | us_ton | 미국 숏톤 | US ton | kg | 킬로그램 | 키로그램 | 키로그람,us_ton | kg | USton
unit-g-kg,g-kg,unit,unit,g ↔ kg 변환기,unit,mass,g,kg,published,true,,,,,false,false,0,?tool=unit-g-kg&from=g&to=kg,?category=unit&convert=g-kg,g-kg | unit-g-kg,그램를 킬로그램로 | 킬로그램를 그램로 | g kg 변환 | g ↔ kg,단위 변환 | 무게·질량 | g | 그램 | kg | 킬로그램 | 키로그램 | 키로그람,g | kg
unit-g-oz,g-oz,unit,unit,g ↔ oz 변환기,unit,mass,g,oz,published,true,,,,,false,false,0,?tool=unit-g-oz&from=g&to=oz,?category=unit&convert=g-oz,g-oz | unit-g-oz,그램를 온스로 | 온스를 그램로 | g oz 변환 | g ↔ oz,단위 변환 | 무게·질량 | g | 그램 | oz | 온스,g | oz
unit-kg-lb,kg-lb,unit,unit,kg ↔ lb 변환기,unit,mass,kg,lb,published,true,,,,,false,false,0,?tool=unit-kg-lb&from=kg&to=lb,?category=unit&convert=kg-lb,kg-lb | unit-kg-lb,킬로그램를 파운드로 | 파운드를 킬로그램로 | kg lb 변환 | kg ↔ lb,단위 변환 | 무게·질량 | kg | 킬로그램 | 키로그램 | 키로그람 | lb | 파운드 | lbs,kg | lb
unit-kg-stone,kg-stone,unit,unit,kg ↔ stone 변환기,unit,mass,kg,stone,published,true,,,,,false,false,0,?tool=unit-kg-stone&from=kg&to=stone,?category=unit&convert=kg-stone,kg-stone | unit-kg-stone,킬로그램를 스톤로 | 스톤를 킬로그램로 | kg st 변환 | kg ↔ stone,단위 변환 | 무게·질량 | kg | 킬로그램 | 키로그램 | 키로그람 | stone | 스톤 | st,kg | stone | st
unit-lb-kg,lb-kg,unit,unit,lb ↔ kg 변환기,unit,mass,lb,kg,published,true,,,,,false,false,0,?tool=unit-lb-kg&from=lb&to=kg,?category=unit&convert=lb-kg,lb-kg | unit-lb-kg,파운드를 킬로그램로 | 킬로그램를 파운드로 | lb kg 변환 | lb ↔ kg,단위 변환 | 무게·질량 | lb | 파운드 | lbs | kg | 킬로그램 | 키로그램 | 키로그람,lb | kg
unit-mg-g,mg-g,unit,unit,mg ↔ g 변환기,unit,mass,mg,g,published,true,,,,,false,false,0,?tool=unit-mg-g&from=mg&to=g,?category=unit&convert=mg-g,mg-g | unit-mg-g,밀리그램를 그램로 | 그램를 밀리그램로 | mg g 변환 | mg ↔ g,단위 변환 | 무게·질량 | mg | 밀리그램 | g | 그램,mg | g
unit-oz-g,oz-g,unit,unit,oz ↔ g 변환기,unit,mass,oz,g,published,true,,,,,false,false,0,?tool=unit-oz-g&from=oz&to=g,?category=unit&convert=oz-g,oz-g | unit-oz-g,온스를 그램로 | 그램를 온스로 | oz g 변환 | oz ↔ g,단위 변환 | 무게·질량 | oz | 온스 | g | 그램,oz | g
unit-t-kg,t-kg,unit,unit,t ↔ kg 변환기,unit,mass,t,kg,published,true,,,,,false,false,0,?tool=unit-t-kg&from=t&to=kg,?category=unit&convert=t-kg,t-kg | unit-t-kg,톤를 킬로그램로 | 킬로그램를 톤로 | t kg 변환 | t ↔ kg,단위 변환 | 무게·질량 | t | 톤 | kg | 킬로그램 | 키로그램 | 키로그람,t | kg
unit-temperature-converter,temperature-converter,unit,unit,온도 통합 변환기,unit,temperature,c,k,published,true,,,,,false,true,17,?tool=unit-temperature-converter&from=c&to=k,?category=unit&convert=temperature-converter,temperature-converter | unit-temperature-converter,섭씨를 켈빈로 | 켈빈를 섭씨로 | °C K 변환 | 온도 통합,단위 변환 | 온도 | c | 섭씨 | °C | celsius | k | 켈빈 | kelvin,c | k | °C | K
unit-r-c,r-c,unit,unit,랭킨 ↔ 섭씨 변환기,unit,temperature,r,c,published,true,,,,,false,false,0,?tool=unit-r-c&from=r&to=c,?category=unit&convert=r-c,r-c | unit-r-c,랭킨를 섭씨로 | 섭씨를 랭킨로 | °R °C 변환 | 랭킨 ↔ 섭씨,단위 변환 | 온도 | r | 랭킨 | °R | c | 섭씨 | °C | celsius,r | c | °R | °C
unit-c-k,c-k,unit,unit,섭씨 ↔ 켈빈 변환기,unit,temperature,c,k,published,true,,,,,false,false,0,?tool=unit-c-k&from=c&to=k,?category=unit&convert=c-k,c-k | unit-c-k,섭씨를 켈빈로 | 켈빈를 섭씨로 | °C K 변환 | 섭씨 ↔ 켈빈,단위 변환 | 온도 | c | 섭씨 | °C | celsius | k | 켈빈 | kelvin,c | k | °C | K
unit-c-f,c-f,unit,unit,섭씨 ↔ 화씨 변환기,unit,temperature,c,f,published,true,,,,,false,false,0,?tool=unit-c-f&from=c&to=f,?category=unit&convert=c-f,c-f | unit-c-f,섭씨를 화씨로 | 화씨를 섭씨로 | °C °F 변환 | 섭씨 ↔ 화씨 | 섭씨 화씨,단위 변환 | 온도 | c | 섭씨 | °C | celsius | f | 화씨 | °F | fahrenheit,c | f | °C | °F
unit-k-r,k-r,unit,unit,켈빈 ↔ 랭킨 변환기,unit,temperature,k,r,published,true,,,,,false,false,0,?tool=unit-k-r&from=k&to=r,?category=unit&convert=k-r,k-r | unit-k-r,켈빈를 랭킨로 | 랭킨를 켈빈로 | K °R 변환 | 켈빈 ↔ 랭킨,단위 변환 | 온도 | k | 켈빈 | kelvin | r | 랭킨 | °R,k | r | K | °R
unit-f-c,f-c,unit,unit,화씨 ↔ 섭씨 변환기,unit,temperature,f,c,published,true,,,,,false,false,0,?tool=unit-f-c&from=f&to=c,?category=unit&convert=f-c,f-c | unit-f-c,화씨를 섭씨로 | 섭씨를 화씨로 | °F °C 변환 | 화씨 ↔ 섭씨,단위 변환 | 온도 | f | 화씨 | °F | fahrenheit | c | 섭씨 | °C | celsius,f | c | °F | °C
unit-f-k,f-k,unit,unit,화씨 ↔ 켈빈 변환기,unit,temperature,f,k,published,true,,,,,false,false,0,?tool=unit-f-k&from=f&to=k,?category=unit&convert=f-k,f-k | unit-f-k,화씨를 켈빈로 | 켈빈를 화씨로 | °F K 변환 | 화씨 ↔ 켈빈,단위 변환 | 온도 | f | 화씨 | °F | fahrenheit | k | 켈빈 | kelvin,f | k | °F | K
unit-time-converter,time-converter,unit,unit,시간 단위 통합 변환기,unit,time,ms,min,published,true,,,,,false,true,18,?tool=unit-time-converter&from=ms&to=min,?category=unit&convert=time-converter,time-converter | unit-time-converter,밀리초를 분로 | 분를 밀리초로 | ms 분 변환 | 시간 단위 통합,단위 변환 | 시간 | 연도 변환은 365일 고정 기준이며 달력상 연·월 길이와는 다릅니다. | ms | 밀리초 | min | 분,ms | min | 분
unit-fortnight-day,fortnight-day,unit,unit,2주 ↔ 일 변환기,unit,time,fortnight,day,published,true,,,,,false,false,0,?tool=unit-fortnight-day&from=fortnight&to=day,?category=unit&convert=fortnight-day,fortnight-day | unit-fortnight-day,2주를 일로 | 일를 2주로 | fortnight 일 변환 | 2주 ↔ 일,단위 변환 | 시간 | 연도 변환은 365일 고정 기준이며 달력상 연·월 길이와는 다릅니다. | fortnight | 2주 | day | 일,fortnight | day | 일
unit-year-day,year-day,unit,unit,365일 연도 ↔ 일 변환기,unit,time,year365,day,published,true,,,,,false,false,0,?tool=unit-year-day&from=year365&to=day,?category=unit&convert=year-day,year-day | unit-year-day,365일 기준 연도를 일로 | 일를 365일 기준 연도로 | 년(365일) 일 변환 | 365일 연도 ↔ 일,단위 변환 | 시간 | 연도 변환은 365일 고정 기준이며 달력상 연·월 길이와는 다릅니다. | year365 | 365일 기준 연도 | 년(365일) | day | 일,year365 | day | 년(365일) | 일
